"subject" "activityName" "time_or_freq" "accleration" "instrument" "jerk_measure" "Magnitude_measure" "mean_or_std" "axis" "Average"
10 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0432432176851852
7 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.04963797197125
12 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0424159182941177
28 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0339018030166667
6 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0372442282830909
21 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0198712820612471
25 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0352052091230769
30 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0358426482048387
9 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.042328876778
11 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0399984915849057
5 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0422355209795455
27 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0371830822285714
13 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0355124856836735
19 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0214151280054795
20 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.036405928969697
26 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0370217449628205
14 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0440403326851852
24 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0356229619955882
2 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0454706620434783
22 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0360430675032258
8 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0547396987173913
1 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.045350056512766
23 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0472583464367647
18 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0333057034385965
16 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0412014042275362
17 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.042549159015625
15 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0377111130338983
2 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0238623875712963
3 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0246626070770492
20 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0241335049573973
7 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0291582212545283
27 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.026731653905
30 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0276138535389831
4 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0306449342357143
12 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0300030427426229
5 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0322711902673214
19 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.025090574020274
21 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0191731896359551
13 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0295492164431579
10 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0281854325604545
8 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0219671978203704
11 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0293141521489362
9 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.029183136346
24 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0278611511434783
22 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0275201762126984
18 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0265873248835616
28 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0253281543540506
6 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.028251913022807
17 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0269576937130769
16 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0299337294166667
14 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0220886526891667
23 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0327397745133823
15 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0262433562254717
29 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0276075573307692
26 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0245345837959459
25 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0247946750959459
1 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0239877347979245
30 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0267812218571429
27 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0195427328781081
14 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" 0.00505221181607843
28 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.017367705735
6 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0079605026754386
13 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.00973609968045161
26 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0170656239526316
29 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0258281004782609
20 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0231760616308824
12 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0146546807316667
11 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0191743840136842
3 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0208170540330645
7 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.00282641913096154
10 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.019555937162069
8 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" 0.00535361206851852
21 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0305126188777778
4 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.00923156347222222
18 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.02517618068
5 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0218935013501923
22 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0208311371125
9 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.013632036148
25 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" 0.00372723459589041
19 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0312072730559566
23 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0113399724663889
24 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0143679929444444
16 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0161545406857143
1 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.016553093978
15 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0168300887791667
2 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.01847660675
17 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "X" -0.0234756467113239
7 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0837113724842105
21 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0590294439942308
18 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0613727362975
11 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0705104974254237
20 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.074105054612549
22 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0960880731804348
26 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0841507651508474
6 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0744462466
19 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0751569333730769
14 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0829682847966102
29 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.081960153154717
27 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0365348163649123
4 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0726905278583333
3 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0779150937413793
30 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0649170927338462
13 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0798472502663158
9 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0625598710615385
12 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.03442910782
1 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0695300462115789
8 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.095791790535
23 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0640197920966102
25 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0820768065347297
5 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0690135249642857
28 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0172822168012963
10 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0819540783760943
24 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0658435879913793
15 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.06124278833
16 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0695955689607843
2 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0482382316949153
17 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0839773343770492
3 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.139275405637288
1 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.166170015088679
21 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.155622431382979
23 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.111564389137255
13 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.00381966911090909
20 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.174650964745098
22 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.181458414495238
4 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0859471683596154
12 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0411314519307692
9 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0412587909579592
7 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.00247161973
11 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0566928808703704
2 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0320883097395833
6 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0518981989072549
25 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.109437658104615
5 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.117195551802128
18 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0526133819862069
15 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.154721289270833
26 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0657601804418182
8 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.204205356087805
27 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.00212499391686275
14 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.123499570044444
16 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0486136789705882
28 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.0212250958019608
24 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.105932947294915
17 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0548455941370417
29 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.152328112210204
10 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0954600216446809
19 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.134514320575
30 "WALKING_UPSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0779606464676923
3 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0139358043959184
13 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0237205719148936
7 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.049717460606383
14 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0945288409066667
20 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.0139023395111111
18 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0636214336761818
9 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0712598843142857
11 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0262775345369565
24 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0542300245127273
22 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0697154455833333
19 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.0274707556666667
6 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0341782208604167
15 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0346755727619048
17 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.123517195928261
1 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0909371290204082
21 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.0162145300888889
23 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0853077464277778
25 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.101115076366897
4 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0704025952333333
26 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.1003822042168
5 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0707805998787234
8 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0500760173342105
29 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0851045889895833
27 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0163131590545455
10 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.106742538831579
16 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.068264792706383
12 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0427336692521739
28 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" 0.00710564286763044
30 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0693112411951613
2 "WALKING_DOWNSTAIRS" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.00482329231914894
3 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.07524100275
29 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0755797672133333
4 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.08943006108
10 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0679993598888889
7 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.03361196465625
12 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0751980398235294
28 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0673943850555556
6 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0899083302550909
21 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0653077503317647
25 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0748002714615385
30 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.074353558416129
9 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.04142711812
11 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0755284478679245
5 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0835484079545454
27 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0797345645214286
13 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0902687401836735
19 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0520207886438356
20 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0650689347121212
26 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0840648503320513
14 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0713478280925926
24 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0750132697044118
2 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0599286797043478
22 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0793617444354839
8 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0955089236521739
1 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0919241549361702
23 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0684325551029412
18 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0685796341105263
16 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0574525433043478
17 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0669245931234375
15 "SITTING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0803428762830508
2 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0820396577592593
3 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0585101918262295
20 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0698308923617808
7 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0774336443396226
27 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.067507120075
30 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0670334379830509
4 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.061824850625
12 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0700083750360656
5 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.050987505
19 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0631429827260274
21 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0738115865407865
13 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0753205243684211
10 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0876820486363636
8 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0280117633814815
11 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0765465041914894
9 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.060810158296
24 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0692546674492754
22 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0690067688269841
18 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0732260127945206
28 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0739001646962025
6 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0589823639438597
17 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0770632126371795
16 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.068667733
14 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.05581088271
23 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0652264793213235
15 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0659637517169811
29 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0721060679123077
26 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0731385762635135
25 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0698876853378378
1 "STANDING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0593972209811321
30 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0761476351714286
27 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0957839566891892
14 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.153423807745098
28 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.097448733725
6 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.107218315054386
13 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0966250701451613
26 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0903229228815789
29 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0761814357028986
20 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0954899626029412
12 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0835537350333333
11 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.041559989822807
3 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0718507159435484
7 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.133605695057692
10 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0770325657265517
8 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0891374138592593
21 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.113800486377778
4 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0930128180759259
18 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0837587308153846
5 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0798709596153846
22 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.09257231175
9 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.15890291983
25 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0716401726150685
19 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0952628014096386
23 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.105052917
24 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0955538053611111
16 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.113675060885714
1 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.064486124088
15 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0619700871944444
2 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.111800824583333
17 "LAYING" "Time" NA "Gryroscope" "N" "N" "Mean" "Y" -0.0944580192535211
7 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0641104602035088
21 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0983715930038462
18 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0944718394625
11 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0843744495507542
20 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0851359929294118
22 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0775266594847826
26 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0851069247830508
6 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0838808799280702
19 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0798106981923077
14 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0513222717627119
29 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0856852236188679
27 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.118267750196491
4 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0805677161216667
3 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0813485942827586
30 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0839568239261538
13 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0784205641252632
9 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.111629779896154
12 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0999739123004
1 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0849448173042105
8 "WALKING" "Time" NA "Gryroscope" "N" "N" "Mean" "Z" 0.0509657915395833
